Brand,Model,Star,Title,Date,Pros,Cons,Other
AMD,YD270XBGAFBOX,5,A beast of a processor.,2018-11-17,"Pros:Handles multi-threaded performance unlike any processor I've had, I decided to give my mother my 1700X as she was still using a i7 970. Now she has performance as well. I paired this was an ASRock Taichi Ultimate, and a 500gb m.2 with 16GB of Corsair Vengance Pro 3200. I put both my NVidia 1060ti's back in, and installed CentOS Linux as my host OS, and installed my Virtual Machines to a 1TB SSD the performance of this is unbelievable and I added an addition 16gb of memory in and boosted my VM's I run a dual 43"" Samsung 4k HDR Pro TVs as monitors.I am able to re-compress video files, run a game in ultra settings, and my CPU temps don't get over 52C, I have the Corsair H150i installed into a NXZT 440.",Cons:None.,"Other Thoughts:Aside from the threadripper, this CPU will handle all the tasks you need. Also you can run linux without an issues, I made a clean install of CentOS with KDE Plasma, no issues. I have 4 task windows so I put my Windows VM's on them that way my screens are not full."
AMD,YD270XBGAFBOX,5,Amazing,2018-11-13,Pros:Fast CPU handles everything quickly.,Cons:I don't know if I can complain it works nicely haven't really tried overclocking just let it to auto and have seen it go up to 4.3.ghz.,Other Thoughts:Will recommend if you can get an extra 15 dollars off do so its worth it.
AMD,YD270XBGAFBOX,5,Powerful Processor!,2018-11-12,Pros:-Silent Fan (a little loud when under heavy load but nothing crazy)-Gets the job done perfectly!-Powerful (upgraded from an i3-6100),Cons:-No cons at the moment,Other Thoughts:-I would highly recommend to anyone looking to upgrade their desktop!
AMD,YD270XBGAFBOX,3,Coming from a 4 year old 4790k,2018-11-10,Pros:High core count at a decent price,Cons:Not an overclockerTurbo is good for only 3.95 using excellent memory and bumping voltageAMD still uses pins that bend easyCooler ratings are hype - too loud and temps on stock clocking still hit 65C,Other Thoughts:This long and hard about upgrading.  I honestly think I made a big mistake based on review hype.  This was my first round with AMD in 10 years or so.  Very disappointed overall.  Maybe 3% gains over my 4790k overall.  Ugh...
AMD,YD270XBGAFBOX,5,Excellent Upgrade,2018-11-04,"Pros:This processor is fast, but in a rather unconventional way. AMD is really onto something with their Inifinity Fabric on this CPU. While not everything is faster per se, there is a level of consistency when I am running programs/games with this processor installed.My model is the 2700X, upgrading from a Skylake i7 6700K. Clock for clock, this is a completely different beast. I was able to overclock my 6700K to 4.6 Ghz comfortably while my 2700X can't really push past 4.15 without running into temperature/power restrictions.I am currently playing games on a 1080 monitor that runs at 144 Hz.* Similar performance as my old i7 setup, even with different clock speeds while playing games. However, I get more CONSISTENCY with Ryzen. My 1% lows have drastically improved.* More cores/threads - Seems like a ""no duh"". On my i7 6700K, I had to really fiddle with some settings to stream with decent settings, and even then it was sketch. Out of the box, I don't have to mess with too much on my new Ryzen processor in terms of application priority, bitrate, etc.* Tuning memory timings yields results! If you aren't aware, or don't know, Ryzen benefits SIGNIFICANTLY from better quality memory.","Cons:* CPU runs pretty hot. If moving from Intel Skylake or earlier, upgrade your cooling solution.* You may also want to consider spending the money on a faster RAM kit from a reputable vendor. G-Skill FlareX modules reportedly work very well. This is a con as it may add cost to anyone's budget.","Other Thoughts:My particular memory kit is a Corsair Vengeance RGB Pro running 3000 Mhz @ CL 14-16-16-26. My system has passed every memory test I could throw at it. Very stable. Google ""Ryzen memory calculator"" and follow the instructions for tuning your particular memory kit.Due to my particular computer case, I am restricted to micro ATX or smaller motherboards. So I opted for the MSI B450M Mortar. While it has a parallel 4-phase VRM, that same  4-phase VRM is also on a large number of X470 motherboards.Gigabyte and ASUS for the same form factor disappoint with their power delivery solutions. As I planned on running this particular CPU, power delivery has to be at least halfway decent."
AMD,YD270XBGAFBOX,4,Price doesn't make sense...,2018-11-03,Pros:- Seems to be better for everyday computing compared to the intel 9700k,Cons:- Not nearly as good for gaming as the intel 9700k,"Other Thoughts:All the reviews say that if you're considering the intel core i5 9700k, you should go with the ryzen 7 2700x to save a few bucks.  However, the ryzen 7 2700x is $65 MORE expensive!!!  Scratching my head on this one...  So in my opinion, if you want a good gaming machine, then go with the intel core i5 9700k and save a few bucks.  The intel core i5 9700k is by far better for gaming.  The intel chips also supports 4k.  So if you might possibly every want to add a 4k bluray player to your computer, you will need the intel chip.  Also, just in my opinion, some might argue that the amd processors are more stable than they used to be, but I still don't trust amd as much as intel.  I've never had an intel processor fail for me personally, but I've had many amd processors fail and needed to be replaced.  And for the record I've never overclocked any of my processors...  I would have given amd another try this time around despite not being as good for gaming, but the price is just too high...  Go Intel!!!!"
AMD,YD270XBGAFBOX,5,Fast! Excited about this upgrade!,2018-11-01,Pros:Fast out of the box! I haven't even touched overclocking this thing yet. no need too imo! I have it paired with the stock cool . Besides the stock cooler the wraith prism software not detecting the software (I have it plugged in only via usb header) and the software says it cant detect it. ohwell! I can live with just the rainbow mode its defaulted at I have fallen in love with the colors changing!,Cons:None! wouldn't even gripe at the $310 price tag this chip is amazing value at that price!,Other Thoughts:have already reccomended it to many!
AMD,YD270XBGAFBOX,5,This CPU is a BEAST!,2018-10-30,"Pros:Fast... Very very fast. Great Value for money, and the next closest one from the competition is $200 more with a more expensive motherboard.",Cons:None that I've found so far.,"Other Thoughts:I would recommend this to people that are looking for a very powerful CPU at a reasonable price. It's good to see AMD back in the game, with a competitive CPU. Now, let's work on those video cards guys!"
AMD,YD270XBGAFBOX,5,Don't get a Power Hungry Thread,2018-10-30,Pros:- Low Power Consumption- Overclocks like The Algorithm- Sonic The Hedgehog,Cons:- None,"Other Thoughts:- If you don't want to blow the Bank, and want to save on Electricity Bills, while still Overclocking, then take the Leap."
AMD,YD270XBGAFBOX,5,Nice!,2018-10-30,Pros:-Installed flawlessly on my x370 Aorus Gaming 5 Mobo-Got it to 4.1GHz stable almost right away at Vcore 1.4 and Soc at 1.2-Good performance increase from Ryzen 1600 at 3.9GHz-I go it for $269 at the time. My 1600 was $219 when it came out.,Cons:-Couldn’t get it to 4.2GHz. Might of been my Mobo or need more voltage.-Wish it made me pancakes with what temps it gets but water cooling helped a lot with OC.,Other Thoughts:Get this instead of the 2700x if you want to save money or know how to OC.
AMD,YD270XBGAFBOX,5,Faster Than What It Replaces,2018-10-30,Pros:Good single core; very good multi-core.  Reasonable power consumption,Cons:None -- no AVX-512? ¯\_(ツ)_/¯,"Other Thoughts:Replaces an E3-1230v2, which despite some nebulous reviews on the internet, it replaces handily."
AMD,YD270XBGAFBOX,3,Great processor.,2018-10-30,"Pros:if you do your research, you should know what you are getting. It does everything what it says it can do, and i have no issues what so ever.","Cons:I got this bundled with a mother board and the mother boards color controller AURA is not compatible with the included RGB fan. This means that i have to use cooler masters software to change the color instead of using the RGB controller that controls the rest of my rigs colors. This is the only reason i gave it 3 stars. If you are going to include an RGB fan, it should be compatible with the motherboards you are bundling them with Newegg.OR... AMD, you need to have 2 cables, one for power and one for the RGB controller. This means any themes i pick using AURA are going to look out of place because of the stock CPU fan. Witch is a bumber because AURA is pretty great.","Other Thoughts:i would recommend the Processor to other people on performance, but i will be telling them to not use the included fan."
AMD,YD270XBGAFBOX,5,"From a 1090t to a 2700x, this CPU impresses!",2018-10-26,"Pros:- Excellent multithreaded performance- Incredibly price to performance ratio- Outstanding productivity performance- Excellent multitasking performance- Great gaming performance- 8 cores and 16 threads for under $330 USD!- True SMT, not hyperthreading- Significantly less security flaws than Intel's series- It CAN be overclocked above it's rated clock, but you need to play with BCLK, LLC, voltage and PBO (along with CPB).","Cons:- Does not clock as high as Intel (not really a con to me, but it might be to some!)","Other Thoughts:This has been an exceptional CPU. Windows 10 Pro runs beautifully, and I can do some many things at the same time, I actually can't max out the CPU in the real world. My 1090t was starting to struggle with modern games and rendering times, plus I've already overclocked it as far as I can go. The 2700x has met and exceeded my expectations across the board. I know that in theory, you could get 300fps with an Intel chip versus the 290fps with the Ryzen chip, but at the sacrifice of TDP and SMT and who wants to pay that much more for only a few FPS in games? I do more than game anyway.I make music, I program, I write, I compile source, I do a whole bunch of stuff including video editing. This is definitely the best all-around CPU you can possibly buy until Zen 2/Ryzen 3000 comes out.Highly, highly recommended."
AMD,YD270XBGAFBOX,5,Awesome,2018-10-25,"Pros:Great performance of course. Paired with 16gb 3200mhz ram, and it's awesome. The stock cooler is excellent (cools the cpu really well, looks BEAUTIFUL, and is small so it doesn't block any ram slots), and the pre-applied stock thermal paste is working great. price is good, i would gladly pay more for this. comes with a cool sticker.","Cons:Installation wasn't difficult, but it wasn't super easy. the latch on the cooler is kind of a pain.","Other Thoughts:This cpu runs hot. 50-60 degrees while gaming, can be 75 in really cpu intensive stuff. don't worry about it, that's how it's supposed to be. totally safe at those temps."
AMD,YD270XBGAFBOX,5,Well Done AMD,2018-10-25,"Pros:I couldn't have asked for a better cpu. Paired with the Asus ROG Crosshair VII Hero X470 motherboard, M2 Samsung evo SSD, G.Skill Flare X Series (3200) 16GB, GTX 1080 ti, and a EVGA CLC 280 AIO. This build is lighting fast. Originally went for the i9-9900k upgrade but found it the less attractive buy and canceled my pre-order for various reasons. I couldn't have made a better choice. Great work amd.",Cons:A bit quirky with software.,Other Thoughts:Be advised some software doesn't work with well with amd. EVGA Liquid cooler software doesn't work and like many reviews of that cooler stated. By-passing the cooler and plugging directly into the motherboard Is required.Another important note. Do not use your old OS disk to install windows 10. It has been stated on many forums the old OS disks will cause freezing and lock ups. This was very much the case for me. Download newest install version onto a USB drive.
