EVGA,06G-P4-6163-KR,5,Great video card,2019-02-14,Pros:-awesome performance for the price-evga warranty/support,Cons:-none,Other Thoughts:Card is a couple years old now but has performed flawlessly in that time. No complaints at all and EVGA is always the best for customer service if there is ever a problem.
EVGA,06G-P4-6163-KR,5,Huge perfomance in a small package,2017-11-16,"Pros:Small form factor, Well built solid card, Easy to install, ""Worked in my NON-UEFI Motherboard"", Very Quiet, Low power usage, Very low temps, Came with excellent software package for easy driver installations and game setting optimizations As well as Precision-XOC for effortless overclocking, Came with a poster, stickers and a badge to show off your love for EVGA and Nvidia.","Cons:After installing on windows 10 i could not open nvidia control panel, it would say there was no Nvidia graphics card installed. Had me worried at first. I had to dig around a bit, not much though, I find out it was disabled in windows device manager by default. I don't know if this is a windows 10 issue or if this is done to avoid driver or other issues, so it might not really be a con as this might not be the case for everyone. But right-clicking the card in device manager and selecting enabled did the trick.","Other Thoughts:Shipping was amazing, only 2-days ground domestic, and was packaged very well both by Newegg and EVGA. I am very impressed.My Specs:Windows 10 Home x64AMD Phenom II x4 920 2.8GHZ (OC 3.15GHZ)Gigabyte GA-MA790X-UD4P Motherboard NON-UEFI biosBEFORE: Sapphire HD5850 Xtreme 1GB --- CURRENT: EVGA GTX 1060 6GB SC8GB DDR2 800 Transcend Memory (OC 900MHZ)Cooler Master EX2 625WAsus MS-238-H 23.5"" HDMII can't say my exact FPS increase, but it went from almost non-playable games to WOW That's what it supposed to look like, GTAV looks amazing, So much more detail. What a difference, I can't even put into words how much. Even with my older hardware this changed gaming for me i a big way. I am so happy i decided to go with EVGA. I used to be a AMD\ATI guy but this has affected me so much, I could never go back. I would definitely recommend this product. Do yourself a favor buy this card. 6GB is worth the extra $."
EVGA,06G-P4-6163-KR,5,small and great overclock,2017-11-15,"Pros:Small card, very good overclock on memory",Cons:Noisier than the 2 fan ones but still very good noise level,Other Thoughts:With more and more game going 4gb+ textures it's worth the extra cash to get the 6gb version!
EVGA,06G-P4-6163-KR,5,Terrific graphics card!,2017-11-15,"Pros:-Very simple to set up, configure and install-Runs most all old games at ultra settings, and new games at high and ultra settings at 1080p, as well as 1440-Quiet, efficient and well designed","Cons:- Some of the software that allows clocking configuration has a bit of a learning curve and isn't entirely intuitive, but with some practice it makes sense.",Other Thoughts:Highly recommend. The perfect high-end card for those on a budget.  Performance is superb
EVGA,06G-P4-6163-KR,5,Great Little Card,2017-11-15,"Pros:Great performance for a small factor card, quiet and cool. Full load temps @ 60deg with fan at 50 percent.",Cons:None that I can think of.,"Other Thoughts:At first I wasn't too sure about this card but shen it went on sale, I decided what the heck. My main concern was if the single fan was going to be enough to keep the card cool at full load. To my surprise it does but I think that it helps that I've got a case with 5 fans running."
EVGA,06G-P4-6163-KR,5,Nvidia still makes a great product,2017-11-05,Pros:Easy installNvidia reliability and featuresBeautiful and well performing,Cons:n/a,"Other Thoughts:A very strong card. I don't game nearly as much as I used to, but I have noticed I've been playing more and more after building a new rig a couple months ago.Been on a GTX 550ti for years (still works, still a relatively good card) in an old box with all outdated tech and it was really unenjoyable. I chalked it up to me getting older and not caring as much but actually it was because I didn't realize just how horrible the experience was.Anyway, the card is great and I just ordered a new 24"" 144hz 1ms IPS to compliment it. Been on an old 21"" 60hz TN for quite a while and believe if you have a card this great, might as well get as much as possible out of it."
EVGA,06G-P4-6163-KR,5,Excellent,2017-11-03,"Pros:- Fast card, can play any games I play at highest settings 1080p (Fortnite, Overwatch, PUBG, etc.)- Quiet. Fan turns off when idle during cool temps. Automatically turns on and adjusts RPM under load.- Small, fits in my mATX case very well and leaves plenty of room for other things. I love smaller card for the better air flow also, this was one of my best choices.",Cons:None,None
EVGA,06G-P4-6163-KR,5,GTX 1060 6GB EDITION,2017-10-22,"Pros:Pros:Small cardDecent clock speedSingle fan, but perfectly adequate for the cardNever goes over 70 degrees, except for heavy gamingLooks cool",Cons:Cons:Only had it a few weeks but nothing wrong as of right now,"Other Thoughts:If you are thinking about overclocking, or are running intense games or programs, consider a dual fan version such as the dual fan EVGA or the NVIDIA windforce edition"
EVGA,06G-P4-6163-KR,4,Great card for the money,2017-10-14,"Pros:- Much better single fan cooling solution then the non SC EVGA card.- Plays everything at 1080, you'll have to turn down settings if you want to support a 144hz monitor though.- Can barely hear it running.",Cons:- It's not a 1080 Ti.,Other Thoughts:Using the standard shipping this took about a week to get to me in Edmonton from BC. Yey Canada post.
EVGA,06G-P4-6163-KR,5,Solid entry mining card,2017-10-14,Pros:Really great card if you are looking to start doing crypto mining. Stock rates for Ether are about 19MH/s and you can overclock to 22MH/s. You can even reduce the wattage down from 120W to 90W and still get 22MH/s.,Cons:none,None
EVGA,06G-P4-6163-KR,5,Just wow,2017-10-14,"Pros:Plays ANY game at 1080p/60fps ultra settings in 2017.Aesthetically pleasing and colors match any build.Not that huge, bulky thing that takes up so much space in your case.Very quiet.",Cons:No backplate.No SLI supportCan't really do 1440p at 60fps across the board on ultra. Comes pretty close though!,Other Thoughts:I've had this card now for about 3 months and I am beyond pleased. Worth every single penny. If you are looking at building a mid-range build with a single card then this is no doubt the card for you. This sucker packs a wallop and don't listen to the clowns that say you do not need 6GB VRAM and to go with the 3GB. I have already ran into a couple games that do indeed use up more than 3GB.
EVGA,06G-P4-6163-KR,5,Good gaming card,2017-10-13,Pros:- quiet- only one 6 pin pcie needed,Cons:- a little loud when fan at 100%,None
EVGA,06G-P4-6163-KR,5,Rock Solid as usual for EVGA,2017-10-09,Pros:-Quite-Powerful-Small-Load temps where fantastic,Cons:-If you want something pretty to look at through your case window might go for something else (maybe dual fan version)...?,"Other Thoughts:The stock specs put it at ""Core Clock 1607 MHz"" and a ""Boost Clock 1835 MHz"" but putting it under GPU load for hours, *my* card never got higher then 75c and stayed stable at 1925MHz under its own boost with no overclocking. Got really lucky with this card, it boosts farther and runs cooler then it seems most consumers have gotten. This is my *use case* situation and your mileage will vary, regardless its such a great card for the price.... IF that price can stay near is MSRP.... Or you can catch it on sale ;)I never noticed any real noise even at full load, custom fan profiles going above 60% fan is gonna make noise regardless though, and with a fan profile maxed at 100% it would boost to 1980 on it's own which is super impressive for the card.VR-StuffYes it can do VR and do it very nicely, keep in mind though its at the low end of VR. With it you can get started with and enjoy most VR games  (without SS being adjusted) and plays great. This card with a Ryzen 3 can get you a VR system for under $500-$600 which is way better then it was a year ago.Your standard games have enough articles and youtube videos on the subject but to simplify, Plays games at 1080p flawlessly with often high-epic settings."
EVGA,06G-P4-6163-KR,4,Good video card,2017-10-08,"Pros:- Good video card for the lowest model from 10xx- Not very noisy (my case is also silent so that helps)- You can tune it with software- Supports all types of features (nvshield, geforce optimizier, VR etc)",Cons:- Don't expect to run every new game on highest settings. I run WoW on 10 with FPS drops in raids sometimes.- Nothing else as cons. Pretty good video card overall for its prize,None
EVGA,06G-P4-6163-KR,5,Really good !,2017-09-27,"Pros:Love it , plug and play temps are good and really good fps",Cons:only 1 fan so when its get hot the fan make a good amount of sound,None
EVGA,06G-P4-6163-KR,5,Great for 1080p Gaming. Maybe a Bit Overkill?,2017-09-27,Pros:-Running most games at high/ultra settings easily over 60 fps paired with an intel i5 4690 and 16GB of DDR3 1600Mhz Ram. Feels good man.jpg.-Overclocked it over 2000Mhz clock speed and over 9000/4500Mhz VRAM. Not too shabby!,"Cons:-Really don't have any negative things to say, just nitpicks like:-No backplate to help mitigate the card drooping/warping from it's own weight.-More overhead for overclocking would be nice, though not sure if it's just my card though (silicon lottery).-The Price. I got this for ~$270 (minus S&H). Granted this is the SC version but still.","Other Thoughts:So out of curiosity and boredom, I enabled Nvidia's Dynamic Screen Resolution/DSR for 1440p and 4k resolutions. I ran Prey with 4k selected and most settings to high just to see what my system can handle (and a couple of features like motion blur disabled, vsync off, and AA at x2). What I got was ~30 FPS in the Shuttle Bay. Granted it's not native resolution, and there wasn't much going on, but still that was surprising to see. @1440p, I got around 70 fps with the same settings, so I think this card can handle it fairly well.The non SC version should work just fine as well, so if you want to save a bit of money you should get that."
EVGA,06G-P4-6163-KR,5,Very solid card,2017-09-26,"Pros:Great Price-to-Performance Ratio.Not too big. People call it tiny, but it's not!Relatively quiet. Can get a little loud at fan speeds over 60 percent.",Cons:No back-plate!More CUDA cores would have made it truly great. 1200 plus is plenty but 1600 or 2000 would have been even better for professional applications.,"Other Thoughts:I have used this for mainly playing Arkham Knight at Ultra settings and it blew my mind but that is not my ultimate goal. My main focus was to use this for rendering in Maya and maybe compositing, but so far I've only used it a few times to model in Maya and did one single walk cycle with a dog and those are hardly stressing on the system and the graphics card. So the jury is still out on the professional capabilities of this card. If it performs at the same level as a 980 card, so I know it won't disappoint. At first I was going to get me a WX 3100 Radeon Pro card for 3d and animation but when I looked at the benchmarks and realized how much more powerful this was for a little more, I bought this. But I am hopeful it will hold up well. Considering that most people buy Radeon for value, this card currently makes any RX card pointless in a price to performance ratio, until this Ethereum business slows down and those RX cards go back to the prices they were when they first came out."
